fromNode	toNode	weight	direction	fromAltName	toAltName
ENSMUSG00000020048	ENSMUSG00000021140	0.251671032273841	undirected	Hsp90b1	Pcnx
ENSMUSG00000020048	ENSMUSG00000021281	0.204573141265641	undirected	Hsp90b1	Tnfaip2
ENSMUSG00000020048	ENSMUSG00000021327	0.231452830377785	undirected	Hsp90b1	Zkscan3
ENSMUSG00000020048	ENSMUSG00000021371	0.10901323493311	undirected	Hsp90b1	Ccdc90a
ENSMUSG00000020048	ENSMUSG00000021638	0.201427071008192	undirected	Hsp90b1	Ocln
ENSMUSG00000020048	ENSMUSG00000021681	0.11297691951276	undirected	Hsp90b1	Aggf1
ENSMUSG00000020048	ENSMUSG00000021704	0.223376280216147	undirected	Hsp90b1	Mtx3
ENSMUSG00000020048	ENSMUSG00000021710	0.0932312486133546	undirected	Hsp90b1	Nln
ENSMUSG00000020048	ENSMUSG00000021868	0.231052341333208	undirected	Hsp90b1	Ppif
ENSMUSG00000020048	ENSMUSG00000021922	0.202311215151409	undirected	Hsp90b1	Itih4
ENSMUSG00000020048	ENSMUSG00000021990	0.285151351965444	undirected	Hsp90b1	Spata13
ENSMUSG00000020048	ENSMUSG00000022558	0.24514233407327	undirected	Hsp90b1	Heatr7a
ENSMUSG00000020048	ENSMUSG00000022607	0.149322946879368	undirected	Hsp90b1	Ptk2
ENSMUSG00000020048	ENSMUSG00000022781	0.281293282408964	undirected	Hsp90b1	Pak2
ENSMUSG00000020048	ENSMUSG00000022911	0.236171656871279	undirected	Hsp90b1	Arl13b
ENSMUSG00000020048	ENSMUSG00000022956	0.293049775973865	undirected	Hsp90b1	Atp5o
ENSMUSG00000020048	ENSMUSG00000023055	0.269133803616657	undirected	Hsp90b1	Calcoco1
ENSMUSG00000020048	ENSMUSG00000023829	0.260916684152868	undirected	Hsp90b1	Slc22a1
ENSMUSG00000020048	ENSMUSG00000023965	0.210652916369078	undirected	Hsp90b1	Fbxl17
ENSMUSG00000020048	ENSMUSG00000024085	0.0391488737628185	undirected	Hsp90b1	Man2a1
ENSMUSG00000020048	ENSMUSG00000024098	0.315161015273008	undirected	Hsp90b1	Twsg1
ENSMUSG00000020048	ENSMUSG00000024212	0.25193562650587	undirected	Hsp90b1	Mllt1
ENSMUSG00000020048	ENSMUSG00000024360	0.109526080517773	undirected	Hsp90b1	Etf1
ENSMUSG00000020048	ENSMUSG00000024369	0.0462367254884566	undirected	Hsp90b1	Rdbp
ENSMUSG00000020048	ENSMUSG00000024580	0.0410075339825763	undirected	Hsp90b1	Grpel2
ENSMUSG00000020048	ENSMUSG00000024949	0.138821931978013	undirected	Hsp90b1	Sf1
ENSMUSG00000020048	ENSMUSG00000025240	0.263942645779446	undirected	Hsp90b1	Sacm1l
ENSMUSG00000020048	ENSMUSG00000025246	0.260721644205588	undirected	Hsp90b1	Tbl1x
ENSMUSG00000020048	ENSMUSG00000025290	0.126724485722688	undirected	Hsp90b1	Rps24
ENSMUSG00000020048	ENSMUSG00000025364	0.12200960333255	undirected	Hsp90b1	Pa2g4
ENSMUSG00000020048	ENSMUSG00000025464	0.27873880151776	undirected	Hsp90b1	Paox
ENSMUSG00000020048	ENSMUSG00000025481	0.0778891101242685	undirected	Hsp90b1	1190003J15Rik
ENSMUSG00000020048	ENSMUSG00000026276	0.232729908392196	undirected	Hsp90b1	Sept2
ENSMUSG00000020048	ENSMUSG00000026437	0.201724364216343	undirected	Hsp90b1	Cdk18
ENSMUSG00000020048	ENSMUSG00000026819	0.103761022106149	undirected	Hsp90b1	Slc25a25
ENSMUSG00000020048	ENSMUSG00000026853	0.0420166807956503	undirected	Hsp90b1	Crat
ENSMUSG00000020048	ENSMUSG00000026864	0.207239258200579	undirected	Hsp90b1	Hspa5
ENSMUSG00000020048	ENSMUSG00000026878	0.353494156973309	undirected	Hsp90b1	Rab14
ENSMUSG00000020048	ENSMUSG00000027170	0.131003719832354	undirected	Hsp90b1	Eif3m
ENSMUSG00000020048	ENSMUSG00000027439	0.235913355725729	undirected	Hsp90b1	Gzf1
ENSMUSG00000020048	ENSMUSG00000027997	0.225512953919438	undirected	Hsp90b1	Casp6
ENSMUSG00000020048	ENSMUSG00000028199	0.210948157153025	undirected	Hsp90b1	Cryz
ENSMUSG00000020048	ENSMUSG00000028245	0.242206864157734	undirected	Hsp90b1	Nsmaf
ENSMUSG00000020048	ENSMUSG00000028567	0.118798290650929	undirected	Hsp90b1	Txndc12
ENSMUSG00000020048	ENSMUSG00000028581	0.0223949971968254	undirected	Hsp90b1	Laptm5
ENSMUSG00000020048	ENSMUSG00000028992	0.0275485362301602	undirected	Hsp90b1	Nmnat1
ENSMUSG00000020048	ENSMUSG00000029073	0.199331166194139	undirected	Hsp90b1	Gltpd1
ENSMUSG00000020048	ENSMUSG00000029119	0.203704893292831	undirected	Hsp90b1	Man2b2
ENSMUSG00000020048	ENSMUSG00000029462	0.188634227877526	undirected	Hsp90b1	Vps29
ENSMUSG00000020048	ENSMUSG00000029560	0.249283815917411	undirected	Hsp90b1	Snx8
ENSMUSG00000020048	ENSMUSG00000029599	0.231587664330166	undirected	Hsp90b1	Ddx54
ENSMUSG00000020048	ENSMUSG00000029617	0.266897186957374	undirected	Hsp90b1	Ccz1
ENSMUSG00000020048	ENSMUSG00000029647	0.179986601127037	undirected	Hsp90b1	Pan3
ENSMUSG00000020048	ENSMUSG00000029810	0.216865687096213	undirected	Hsp90b1	Tmem176b
ENSMUSG00000020048	ENSMUSG00000029920	0.240421015612762	undirected	Hsp90b1	Smarcad1
ENSMUSG00000020048	ENSMUSG00000030281	0.128225613103371	undirected	Hsp90b1	Il17rc
ENSMUSG00000020048	ENSMUSG00000030341	0.238124802385546	undirected	Hsp90b1	Tnfrsf1a
ENSMUSG00000020048	ENSMUSG00000030465	0.0353810134004319	undirected	Hsp90b1	Psd3
ENSMUSG00000020048	ENSMUSG00000030498	0.166600451489645	undirected	Hsp90b1	Gas2
ENSMUSG00000020048	ENSMUSG00000030588	0.0630002969246839	undirected	Hsp90b1	Yif1b
ENSMUSG00000020048	ENSMUSG00000031060	0.298524789579438	undirected	Hsp90b1	Rbm10
ENSMUSG00000020048	ENSMUSG00000031167	0.210140032208742	undirected	Hsp90b1	Rbm3
ENSMUSG00000020048	ENSMUSG00000031327	0.247685755541269	undirected	Hsp90b1	Chic1
ENSMUSG00000020048	ENSMUSG00000031445	0.203748916632414	undirected	Hsp90b1	Proz
ENSMUSG00000020048	ENSMUSG00000031523	0.0575058146323871	undirected	Hsp90b1	Dlc1
ENSMUSG00000020048	ENSMUSG00000031626	0.234641888653513	undirected	Hsp90b1	Sorbs2
ENSMUSG00000020048	ENSMUSG00000031799	0.239880353036846	undirected	Hsp90b1	Tpm4
ENSMUSG00000020048	ENSMUSG00000031913	0.218894464254176	undirected	Hsp90b1	Vps4a
ENSMUSG00000020048	ENSMUSG00000031958	0.135522340253307	undirected	Hsp90b1	Ldhd
ENSMUSG00000020048	ENSMUSG00000033916	0.052847479917786	undirected	Hsp90b1	Chmp2a
ENSMUSG00000020048	ENSMUSG00000034024	0.0202483060128844	undirected	Hsp90b1	Cct2
ENSMUSG00000020048	ENSMUSG00000034152	0.0454019865074267	undirected	Hsp90b1	Exoc3
ENSMUSG00000020048	ENSMUSG00000034371	0.251686299332314	undirected	Hsp90b1	Dak
ENSMUSG00000020048	ENSMUSG00000034390	0.300474960112643	undirected	Hsp90b1	Cmip
ENSMUSG00000020048	ENSMUSG00000034738	0.259491012838588	undirected	Hsp90b1	Nostrin
ENSMUSG00000020048	ENSMUSG00000034757	0.183093073173438	undirected	Hsp90b1	Tmub2
ENSMUSG00000020048	ENSMUSG00000034801	0.274349747800705	undirected	Hsp90b1	Sos2
ENSMUSG00000020048	ENSMUSG00000034973	0.231201012612016	undirected	Hsp90b1	Dopey1
ENSMUSG00000020048	ENSMUSG00000036292	0.24847446327222	undirected	Hsp90b1	Gramd1c
ENSMUSG00000020048	ENSMUSG00000036550	0.255906766516264	undirected	Hsp90b1	Cnot1
ENSMUSG00000020048	ENSMUSG00000037287	0.26363486226947	undirected	Hsp90b1	Tbcel
ENSMUSG00000020048	ENSMUSG00000037361	0.0894899299049471	undirected	Hsp90b1	0610009D07Rik
ENSMUSG00000020048	ENSMUSG00000037475	0.264621647218867	undirected	Hsp90b1	Thoc2
ENSMUSG00000020048	ENSMUSG00000037486	0.298782006997845	undirected	Hsp90b1	Asxl2
ENSMUSG00000020048	ENSMUSG00000037514	0.256864147833612	undirected	Hsp90b1	Pank2
ENSMUSG00000020048	ENSMUSG00000037797	0.225266372730946	undirected	Hsp90b1	Adh4
ENSMUSG00000020048	ENSMUSG00000037894	0.287864925299107	undirected	Hsp90b1	H2afz
ENSMUSG00000020048	ENSMUSG00000038121	0.0275433021182763	undirected	Hsp90b1	4933403F05Rik
ENSMUSG00000020048	ENSMUSG00000038174	0.284666996747472	undirected	Hsp90b1	Fam126b
ENSMUSG00000020048	ENSMUSG00000038181	0.0465576029580645	undirected	Hsp90b1	Chpf2
ENSMUSG00000020048	ENSMUSG00000038206	0.11717605472159	undirected	Hsp90b1	Fbxo8
ENSMUSG00000020048	ENSMUSG00000038217	0.249015192583786	undirected	Hsp90b1	Tlcd2
ENSMUSG00000020048	ENSMUSG00000038520	0.25081514455716	undirected	Hsp90b1	Tbc1d17
ENSMUSG00000020048	ENSMUSG00000038648	0.263380020460113	undirected	Hsp90b1	Creb3l2
ENSMUSG00000020048	ENSMUSG00000038844	0.045193290134365	undirected	Hsp90b1	Kif16b
ENSMUSG00000020048	ENSMUSG00000038975	0.149277798432611	undirected	Hsp90b1	Rabggtb
ENSMUSG00000020048	ENSMUSG00000039159	0.136808907806763	undirected	Hsp90b1	Ube2h
ENSMUSG00000020048	ENSMUSG00000039205	0.309397187168008	undirected	Hsp90b1	Ciz1
ENSMUSG00000020048	ENSMUSG00000039414	0.256039894551024	undirected	Hsp90b1	Heatr5b
ENSMUSG00000020048	ENSMUSG00000039615	0.145035567313581	undirected	Hsp90b1	Stub1
ENSMUSG00000020048	ENSMUSG00000039653	0.284219435403352	undirected	Hsp90b1	Baat
ENSMUSG00000020048	ENSMUSG00000039917	0.239713302159408	undirected	Hsp90b1	Rhbdd2
ENSMUSG00000020048	ENSMUSG00000040025	0.0830616155179783	undirected	Hsp90b1	Ythdf2
ENSMUSG00000020048	ENSMUSG00000040455	0.222753919645461	undirected	Hsp90b1	Usp45
ENSMUSG00000020048	ENSMUSG00000040488	0.0680300078160511	undirected	Hsp90b1	Ltbp4
ENSMUSG00000020048	ENSMUSG00000041268	0.244848628275369	undirected	Hsp90b1	Dmxl2
ENSMUSG00000020048	ENSMUSG00000041530	0.1955085880946	undirected	Hsp90b1	Eif2c1
ENSMUSG00000020048	ENSMUSG00000041769	0.250874469760534	undirected	Hsp90b1	Ppp2r2d
ENSMUSG00000020048	ENSMUSG00000042046	0.172199066064674	undirected	Hsp90b1	Dstyk
ENSMUSG00000020048	ENSMUSG00000042286	0.21589007701533	undirected	Hsp90b1	Stab1
ENSMUSG00000020048	ENSMUSG00000042302	0.346612117442465	undirected	Hsp90b1	Ehbp1
ENSMUSG00000020048	ENSMUSG00000042305	0.236657890382913	undirected	Hsp90b1	Tmem183a
ENSMUSG00000020048	ENSMUSG00000042709	0.214741754795573	undirected	Hsp90b1	Atpaf2
ENSMUSG00000020048	ENSMUSG00000042770	0.0900731263809034	undirected	Hsp90b1	Hebp1
ENSMUSG00000020048	ENSMUSG00000042988	0.266597962656952	undirected	Hsp90b1	Notum
ENSMUSG00000020048	ENSMUSG00000044080	0.153341673581485	undirected	Hsp90b1	S100a1
ENSMUSG00000020048	ENSMUSG00000044393	0.219334407074757	undirected	Hsp90b1	Dsg2
ENSMUSG00000020048	ENSMUSG00000045962	0.124643613284988	undirected	Hsp90b1	Wnk1
ENSMUSG00000020048	ENSMUSG00000046897	0.228742653491894	undirected	Hsp90b1	Zfp740
ENSMUSG00000020048	ENSMUSG00000047412	0.227980158573382	undirected	Hsp90b1	Zbtb44
ENSMUSG00000020048	ENSMUSG00000049577	0.190386137676124	undirected	Hsp90b1	Zfpm1
ENSMUSG00000020048	ENSMUSG00000051451	0.191579869844574	undirected	Hsp90b1	Crebzf
ENSMUSG00000020048	ENSMUSG00000052085	0.13810240999594	undirected	Hsp90b1	Dock8
ENSMUSG00000020048	ENSMUSG00000052539	0.27883638942563	undirected	Hsp90b1	Magi3
ENSMUSG00000020048	ENSMUSG00000052915	0.0648462508861738	undirected	Hsp90b1	Msl1
ENSMUSG00000020048	ENSMUSG00000055053	0.257643895884786	undirected	Hsp90b1	Nfic
ENSMUSG00000020048	ENSMUSG00000055401	0.258591110770119	undirected	Hsp90b1	Fbxo6
ENSMUSG00000020048	ENSMUSG00000055912	0.0248308551489313	undirected	Hsp90b1	Tmem150a
ENSMUSG00000020048	ENSMUSG00000056537	0.086032941336822	undirected	Hsp90b1	Rlim
ENSMUSG00000020048	ENSMUSG00000057103	0.0391680013627969	undirected	Hsp90b1	Cml1
ENSMUSG00000020048	ENSMUSG00000057113	0.199115423327422	undirected	Hsp90b1	Npm1
ENSMUSG00000020048	ENSMUSG00000058569	0.148743662047705	undirected	Hsp90b1	Tmed9
ENSMUSG00000020048	ENSMUSG00000059182	0.337038083701574	undirected	Hsp90b1	Skap2
ENSMUSG00000020048	ENSMUSG00000060373	0.229467912761219	undirected	Hsp90b1	Hnrnpc
ENSMUSG00000020048	ENSMUSG00000060475	0.232829065113786	undirected	Hsp90b1	Wtap
ENSMUSG00000020048	ENSMUSG00000060538	0.0982606168625531	undirected	Hsp90b1	Tmem219
ENSMUSG00000020048	ENSMUSG00000062234	0.0467974993333282	undirected	Hsp90b1	Gak
ENSMUSG00000020048	ENSMUSG00000063077	0.221770430734554	undirected	Hsp90b1	Kif1b
ENSMUSG00000020048	ENSMUSG00000064215	0.200868413472892	undirected	Hsp90b1	Ifi27l1
ENSMUSG00000020048	ENSMUSG00000064791	0.0251492652608576	undirected	Hsp90b1	Snord14e
ENSMUSG00000020048	ENSMUSG00000065954	0.261350751584702	undirected	Hsp90b1	Tacc1
ENSMUSG00000020048	ENSMUSG00000066151	0.0312476567954842	undirected	Hsp90b1	Fkbp15
ENSMUSG00000020048	ENSMUSG00000067847	0.0301011422688744	undirected	Hsp90b1	Romo1
ENSMUSG00000020048	ENSMUSG00000068551	0.246089959151672	undirected	Hsp90b1	Zfp467
ENSMUSG00000020048	ENSMUSG00000070576	0.278658138991027	undirected	Hsp90b1	Mn1
ENSMUSG00000020048	ENSMUSG00000071551	0.28324318715528	undirected	Hsp90b1	Akr1c19
ENSMUSG00000020048	ENSMUSG00000073609	0.269178167798095	undirected	Hsp90b1	D2hgdh
ENSMUSG00000020048	ENSMUSG00000074733	0.0563126269408513	undirected	Hsp90b1	5830428H23Rik
ENSMUSG00000020048	ENSMUSG00000075595	0.154536991385767	undirected	Hsp90b1	Zfp652
ENSMUSG00000020048	ENSMUSG00000075700	0.278983914539528	undirected	Hsp90b1	2810407C02Rik
ENSMUSG00000020048	ENSMUSG00000076435	0.255756099811775	undirected	Hsp90b1	Acsf2
ENSMUSG00000020048	ENSMUSG00000079065	0.173350691667617	undirected	Hsp90b1	BC005561
ENSMUSG00000020048	ENSMUSG00000084786	0.277878481689202	undirected	Hsp90b1	Ubl5
ENSMUSG00000020048	ENSMUSG00000091867	0.0272743050358229	undirected	Hsp90b1	Cyp2a22
ENSMUSG00000020048	ENSMUSG00000093077	0.309523069662343	undirected	Hsp90b1	Mir5105
ENSMUSG00000020048	ENSMUSG00000093674	0.0435192205337158	undirected	Hsp90b1	Rpl41
ENSMUSG00000020048	ENSMUSG00000093904	0.285686275199354	undirected	Hsp90b1	Tomm20
ENSMUSG00000020048	NA	0.337648290554212	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.0243471156051545	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.205564913080316	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.0360756937042177	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.113117742113053	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.213407407408092	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.116709461975878	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.277112362882736	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.265989703311996	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.103815965502561	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.0211151585286383	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.211936028795149	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.215707463616497	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.0513196259036294	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.255463168979282	undirected	Hsp90b1	NA
ENSMUSG00000020048	NA	0.108496478015492	undirected	Hsp90b1	NA
ENSMUSG00000020116	ENSMUSG00000020307	0.0273532594029274	undirected	Pno1	Cdc34
ENSMUSG00000020116	ENSMUSG00000020514	0.0251451023299323	undirected	Pno1	Mrpl22
ENSMUSG00000020116	ENSMUSG00000020538	0.0457526782223259	undirected	Pno1	Srebf1
ENSMUSG00000020116	ENSMUSG00000021094	0.17518660105922	undirected	Pno1	Dhrs7
ENSMUSG00000020116	ENSMUSG00000021133	0.056269556721208	undirected	Pno1	4933426M11Rik
ENSMUSG00000020116	ENSMUSG00000021281	0.0276048628980747	undirected	Pno1	Tnfaip2
ENSMUSG00000020116	ENSMUSG00000021371	0.0315817866986689	undirected	Pno1	Ccdc90a
ENSMUSG00000020116	ENSMUSG00000021669	0.0454895129758234	undirected	Pno1	Col4a3bp
ENSMUSG00000020116	ENSMUSG00000021681	0.0403676181700603	undirected	Pno1	Aggf1
ENSMUSG00000020116	ENSMUSG00000024259	0.0450114394647806	undirected	Pno1	Slc25a46
ENSMUSG00000020116	ENSMUSG00000024369	0.0374299053464464	undirected	Pno1	Rdbp
ENSMUSG00000020116	ENSMUSG00000024580	0.0637684412909287	undirected	Pno1	Grpel2
ENSMUSG00000020116	ENSMUSG00000024949	0.0271919734193093	undirected	Pno1	Sf1
ENSMUSG00000020116	ENSMUSG00000025137	0.0581221591504487	undirected	Pno1	Pcyt2
ENSMUSG00000020116	ENSMUSG00000025280	0.20899082557052	undirected	Pno1	Polr3a
ENSMUSG00000020116	ENSMUSG00000025364	0.0922636201874645	undirected	Pno1	Pa2g4
ENSMUSG00000020116	ENSMUSG00000025485	0.11635056217761	undirected	Pno1	Ric8
ENSMUSG00000020116	ENSMUSG00000025940	0.0311278552507939	undirected	Pno1	Tmem70
ENSMUSG00000020116	ENSMUSG00000026348	0.0344398967467497	undirected	Pno1	Acmsd
ENSMUSG00000020116	ENSMUSG00000026437	0.0348467474355132	undirected	Pno1	Cdk18
ENSMUSG00000020116	ENSMUSG00000026819	0.029107335996229	undirected	Pno1	Slc25a25
ENSMUSG00000020116	ENSMUSG00000026853	0.0838164575761768	undirected	Pno1	Crat
ENSMUSG00000020116	ENSMUSG00000027439	0.0498131834281722	undirected	Pno1	Gzf1
ENSMUSG00000020116	ENSMUSG00000027540	0.0850100493337619	undirected	Pno1	Ptpn1
ENSMUSG00000020116	ENSMUSG00000028245	0.0368055064223712	undirected	Pno1	Nsmaf
ENSMUSG00000020116	ENSMUSG00000028567	0.0601444419594179	undirected	Pno1	Txndc12
ENSMUSG00000020116	ENSMUSG00000028581	0.0217694915621837	undirected	Pno1	Laptm5
ENSMUSG00000020116	ENSMUSG00000029073	0.0272104084500061	undirected	Pno1	Gltpd1
ENSMUSG00000020116	ENSMUSG00000029119	0.020524035950932	undirected	Pno1	Man2b2
ENSMUSG00000020116	ENSMUSG00000030465	0.165547988025325	undirected	Pno1	Psd3
ENSMUSG00000020116	ENSMUSG00000030498	0.0255277475237607	undirected	Pno1	Gas2
ENSMUSG00000020116	ENSMUSG00000030588	0.0210798457277155	undirected	Pno1	Yif1b
ENSMUSG00000020116	ENSMUSG00000030744	0.346027633944117	undirected	Pno1	Rps3
ENSMUSG00000020116	ENSMUSG00000030895	0.0299288919920033	undirected	Pno1	Hpx
ENSMUSG00000020116	ENSMUSG00000031445	0.0322686922776758	undirected	Pno1	Proz
ENSMUSG00000020116	ENSMUSG00000031523	0.0380652073945699	undirected	Pno1	Dlc1
ENSMUSG00000020116	ENSMUSG00000031799	0.0234682737773772	undirected	Pno1	Tpm4
ENSMUSG00000020116	ENSMUSG00000031924	0.283130666187425	undirected	Pno1	Cyb5b
ENSMUSG00000020116	ENSMUSG00000031958	0.0813406344657916	undirected	Pno1	Ldhd
ENSMUSG00000020116	ENSMUSG00000032808	0.218650088522097	undirected	Pno1	Cyp2c38
ENSMUSG00000020116	ENSMUSG00000033916	0.170221509537942	undirected	Pno1	Chmp2a
ENSMUSG00000020116	ENSMUSG00000034024	0.0915518305059701	undirected	Pno1	Cct2
ENSMUSG00000020116	ENSMUSG00000034543	0.0870630409031323	undirected	Pno1	Morc2a
ENSMUSG00000020116	ENSMUSG00000034729	0.0575464201291188	undirected	Pno1	Mrps10
ENSMUSG00000020116	ENSMUSG00000036292	0.0291540959084588	undirected	Pno1	Gramd1c
ENSMUSG00000020116	ENSMUSG00000036550	0.0202105411474006	undirected	Pno1	Cnot1
ENSMUSG00000020116	ENSMUSG00000037134	0.0538963582259172	undirected	Pno1	Prmt10
ENSMUSG00000020116	ENSMUSG00000037361	0.0699838885991206	undirected	Pno1	0610009D07Rik
ENSMUSG00000020116	ENSMUSG00000038121	0.0420923986862823	undirected	Pno1	4933403F05Rik
ENSMUSG00000020116	ENSMUSG00000038181	0.0211164786461364	undirected	Pno1	Chpf2
ENSMUSG00000020116	ENSMUSG00000038206	0.0460646340875026	undirected	Pno1	Fbxo8
ENSMUSG00000020116	ENSMUSG00000039159	0.106787684302472	undirected	Pno1	Ube2h
ENSMUSG00000020116	ENSMUSG00000039653	0.0205293885154992	undirected	Pno1	Baat
ENSMUSG00000020116	ENSMUSG00000041530	0.0471036511422756	undirected	Pno1	Eif2c1
ENSMUSG00000020116	ENSMUSG00000042046	0.031481675563984	undirected	Pno1	Dstyk
ENSMUSG00000020116	ENSMUSG00000042286	0.0228236907819211	undirected	Pno1	Stab1
ENSMUSG00000020116	ENSMUSG00000042305	0.0511380211337525	undirected	Pno1	Tmem183a
ENSMUSG00000020116	ENSMUSG00000042770	0.057102457714926	undirected	Pno1	Hebp1
ENSMUSG00000020116	ENSMUSG00000042988	0.0205180447947545	undirected	Pno1	Notum
ENSMUSG00000020116	ENSMUSG00000045962	0.0489942606473123	undirected	Pno1	Wnk1
ENSMUSG00000020116	ENSMUSG00000046897	0.0363282944354867	undirected	Pno1	Zfp740
ENSMUSG00000020116	ENSMUSG00000051451	0.0840544898980756	undirected	Pno1	Crebzf
ENSMUSG00000020116	ENSMUSG00000052915	0.155517876610096	undirected	Pno1	Msl1
ENSMUSG00000020116	ENSMUSG00000054855	0.126243836634437	undirected	Pno1	Rnd1
ENSMUSG00000020116	ENSMUSG00000055401	0.0510740439197271	undirected	Pno1	Fbxo6
ENSMUSG00000020116	ENSMUSG00000057103	0.0532179506017683	undirected	Pno1	Cml1
ENSMUSG00000020116	ENSMUSG00000057113	0.0815471534622282	undirected	Pno1	Npm1
ENSMUSG00000020116	ENSMUSG00000058569	0.0470866863517831	undirected	Pno1	Tmed9
ENSMUSG00000020116	ENSMUSG00000061410	0.0213008768082563	undirected	Pno1	Zcchc14
ENSMUSG00000020116	ENSMUSG00000062234	0.19295524585435	undirected	Pno1	Gak
ENSMUSG00000020116	ENSMUSG00000064215	0.0445665390533547	undirected	Pno1	Ifi27l1
ENSMUSG00000020116	ENSMUSG00000064791	0.0315247641392501	undirected	Pno1	Snord14e
ENSMUSG00000020116	ENSMUSG00000067847	0.184448770716077	undirected	Pno1	Romo1
ENSMUSG00000020116	ENSMUSG00000070348	0.210274118473705	undirected	Pno1	Ccnd1
ENSMUSG00000020116	ENSMUSG00000074733	0.145570616004185	undirected	Pno1	5830428H23Rik
ENSMUSG00000020116	ENSMUSG00000075595	0.0426482553485348	undirected	Pno1	Zfp652
ENSMUSG00000020116	ENSMUSG00000090262	0.364731689024553	undirected	Pno1	Mpv17
ENSMUSG00000020116	ENSMUSG00000091867	0.151035949119622	undirected	Pno1	Cyp2a22
ENSMUSG00000020116	NA	0.0295828992160624	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.0574809094380537	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.0341000094564218	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.0503655229717757	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.361704189061877	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.0598072407211584	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.319403766475324	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.35690074469112	undirected	Pno1	NA
ENSMUSG00000020116	NA	0.348033988837387	undirected	Pno1	NA
ENSMUSG00000020190	NA	0.154338849889306	undirected	Mknk2	NA
ENSMUSG00000020190	NA	0.332530297250411	undirected	Mknk2	NA
ENSMUSG00000020190	NA	0.141149781917166	undirected	Mknk2	NA
ENSMUSG00000020190	NA	0.334967882830091	undirected	Mknk2	NA
ENSMUSG00000020190	NA	0.195111179596095	undirected	Mknk2	NA
ENSMUSG00000020190	NA	0.284698050572789	undirected	Mknk2	NA
ENSMUSG00000020255	ENSMUSG00000021094	0.0277066018215092	undirected	D10Wsu102e	Dhrs7
ENSMUSG00000020255	ENSMUSG00000024580	0.0389172612268937	undirected	D10Wsu102e	Grpel2
ENSMUSG00000020255	ENSMUSG00000026028	0.034355834523823	undirected	D10Wsu102e	Trak2
ENSMUSG00000020255	ENSMUSG00000026437	0.0356969453998802	undirected	D10Wsu102e	Cdk18
ENSMUSG00000020255	ENSMUSG00000030588	0.0212071420501111	undirected	D10Wsu102e	Yif1b
ENSMUSG00000020255	ENSMUSG00000032342	0.0376975591595494	undirected	D10Wsu102e	Mto1
ENSMUSG00000020255	ENSMUSG00000034152	0.106498042551054	undirected	D10Wsu102e	Exoc3
ENSMUSG00000020255	ENSMUSG00000036292	0.0315963518075973	undirected	D10Wsu102e	Gramd1c
ENSMUSG00000020255	ENSMUSG00000037361	0.0281370583896213	undirected	D10Wsu102e	0610009D07Rik
ENSMUSG00000020255	ENSMUSG00000038121	0.110631362762092	undirected	D10Wsu102e	4933403F05Rik
ENSMUSG00000020255	ENSMUSG00000038181	0.0242001707251096	undirected	D10Wsu102e	Chpf2
ENSMUSG00000020255	ENSMUSG00000038206	0.0461182321415436	undirected	D10Wsu102e	Fbxo8
ENSMUSG00000020255	ENSMUSG00000038290	0.0516679550878693	undirected	D10Wsu102e	Smg6
ENSMUSG00000020255	ENSMUSG00000042286	0.0250773391421469	undirected	D10Wsu102e	Stab1
ENSMUSG00000020255	ENSMUSG00000051451	0.0262828859996564	undirected	D10Wsu102e	Crebzf
ENSMUSG00000020255	ENSMUSG00000060538	0.0575014397029597	undirected	D10Wsu102e	Tmem219
ENSMUSG00000020255	ENSMUSG00000066151	0.0297320892495022	undirected	D10Wsu102e	Fkbp15
ENSMUSG00000020255	NA	0.0377222567910241	undirected	D10Wsu102e	NA
ENSMUSG00000020255	NA	0.0375126122359064	undirected	D10Wsu102e	NA
ENSMUSG00000020255	NA	0.0633565612730202	undirected	D10Wsu102e	NA
ENSMUSG00000020255	NA	0.0819607071900556	undirected	D10Wsu102e	NA
ENSMUSG00000020255	NA	0.0220495406186013	undirected	D10Wsu102e	NA
ENSMUSG00000020307	ENSMUSG00000020514	0.215120103444452	undirected	Cdc34	Mrpl22
ENSMUSG00000020307	ENSMUSG00000020538	0.123745530373932	undirected	Cdc34	Srebf1
